id,station_id,subject,location,cold_temperature_1day_098,cold_temperature_1day_092,cold_temperature_5day_098,cold_temperature_5day_092,temperature_094,absolutely_minimal_temperature,mean_1day_amplitude_the_coldest_month,duration_of_period_with_mean_1day_temperature_1,mean_temperature_1,duration_of_period_with_mean_1day_temperature_2,mean_temperature_2,duration_of_period_with_mean_1day_temperature_3,mean_temperature_3,mean_monthly_relative_moisture_the_coldest_month,mean_monthly_relative_moisture_in15oclock_the_coldest_month,precipitation_november_march_mm,dominant_wind_direction_december_february,maximal_of_mean_speed_wind_by_point_january,mean_wind_speed_in_period_of_mean_1day_temperature
349,349,Сахалинская область,Долинск,-29,-27,-24,-23,-17,-41,13,153,-8.7,228,-4.5,249,-3.3,79,65,379,Ю,3.4,2.8
350,350,Сахалинская область,Корсаков,-22,-21,-20,-19,-13,-33,8.7,144,-6.8,228,-2.8,250,-1.7,76,65,228,С,4.1,3.7
351,351,Сахалинская область,Курильск,-21,-17,-19,-15,-8,-27,6.4,125,-3.8,224,-0.3,252,0.8,81,78,487,СЗ,9.2,6.1
352,352,Сахалинская область,Макаров,-26,-25,-24,-23,-17,-32,9.6,159,-8.8,239,-4.5,260,-3.4,68,61,240,"З, СЗ",3.1,2.8
353,353,Сахалинская область,Невельск,-20,-18,-18,-16,-10,-25,4.9,139,-5.4,218,-1.9,241,-0.9,72,71,327,С,7.1,5.7
354,354,Сахалинская область,Ноглики,-34,-32,-31,-30,-22,-48,9.3,182,-11.5,253,-7.1,273,-6,74,67,220,З,4.1,4.1
355,355,Сахалинская область,Оха,-35,-32,-31,-29,-22,-43,8.2,192,-11.5,256,-7.7,272,-6.7,83,78,254,З,6.3,4.9
356,356,Сахалинская область,Погиби,-34,-33,-32,-30,-23,-44,8.5,190,-12.4,249,-8.6,265,-7.5,81,79,153,С,6.2,4.6
357,357,Сахалинская область,Поронайск,-30,-28,-27,-26,-20,-40,10.6,167,-10.3,246,-5.7,268,-4.5,69,64,187,С,3.8,3.4
358,358,Сахалинская область,Холмск,-20,-19,-18,-17,-13,-25,5.9,139,-5.9,217,-2.3,239,-1.2,75,73,290,С,5.9,4.6
359,359,Сахалинская область,Южно-Курильск,-16,-14,-14,-12,-7,-20,5.4,120,-3.5,225,0,253,1,71,68,354,СЗ,6.7,5.3
360,360,Сахалинская область,Южно-Сахалинск,-25,-24,-23,-21,-17,-36,11.7,154,-8.3,227,-4.3,249,-3.1,80,70,291,С,3.3,2.8
361,361,Свердловская область,Верхотурье,-44,-41,-40,-36,-23,-52,10,166,-10.7,233,-6.5,252,-5.3,76,73,127,ЮЗ,3,2.4
362,362,Свердловская область,Екатеринбург,-41,-37,-35,-32,-18,-47,7,159,-9.2,220,-5.5,237,-4.5,76,73,121,ЮЗ,4,3.1
363,363,Свердловская область,Ивдель,-46,-44,-42,-39,-26,-49,10.6,176,-12.1,245,-7.5,264,-6.3,76,75,121,С,2.8,1.7
364,364,Свердловская область,Каменск-Уральский,-43,-39,-38,-35,-20,-46,8.9,160,-10.2,219,-6.3,237,-5.2,78,73,121,Ю,2.3,3.2
365,365,Свердловская область,Туринск,-44,-41,-40,-36,-22,-48,8.8,166,-10.9,227,-6.9,245,-5.7,79,76,133,З,4.3,3.2
366,366,Свердловская область,Шамары,-46,-42,-39,-36,-22,-51,9,166,-10.1,229,-6.2,246,-5.1,82,80,243,ЮЗ,3.1,3.2
367,367,Республика Северная Осетия - Алания,Владикавказ,-19,-17,-16,-14,-5,-28,9,87,-1.5,167,1,186,1.8,78,69,187,Ю,1.9,1.4
368,368,Смоленская область,Вязьма,-32,-30,-28,-25,-14,-41,7.3,142,-5.7,212,-2.4,230,-1.5,85,82,194,Ю,4.5,3.6
369,369,Смоленская область,Смоленск,-30,-28,-26,-23,-12,-40,6.4,136,-5.1,207,-2,226,-1.1,86,83,242,З,4.1,3.3
370,370,Ставропольский край,Арзгир,-27,-24,-23,-20,-8,-37,6.6,88,-2.5,162,0.3,178,1.1,85,80,111,В,4.3,3.1
371,371,Ставропольский край,Кисловодск,-19,-17,-16,-14,-7,-29,9.9,92,-1.8,180,0.9,202,1.8,70,59,114,Ю,3.4,1.5
372,372,Ставропольский край,Минеральные Воды,-24,-22,-21,-18,-6,-33,7.6,92,-2.5,165,0.3,184,1.2,85,75,122,В,4.5,3.6
373,373,Ставропольский край,Невинномысск,-24,-21,-20,-17,-7,-36,8,89,-2.3,165,0.5,182,1.3,83,74,148,В,4.3,2.7
374,374,Ставропольский край,Ставрополь,-26,-22,-21,-18,-6,-31,6.6,89,-2.1,168,0.6,185,1.3,83,77,169,З,7.1,4.7
375,375,Тамбовская область,Тамбов,-32,-30,-28,-25,-14,-39,7.2,139,-6.2,197,-3.2,211,-2.4,84,80,189,Ю,4.3,3.7
376,376,Республика Татарстан (Татарстан),Бугульма,-37,-34,-32,-29,-17,-47,7.1,160,-8.7,213,-5.6,227,-4.7,83,81,147,Ю,6.5,4.7
377,377,Республика Татарстан (Татарстан),Елабуга,-38,-35,-34,-31,-18,-47,7.7,152,-8.5,209,-5.1,224,-4.2,82,79,185,ЮЗ,4.1,2.7
378,378,Республика Татарстан (Татарстан),Казань,-36,-33,-32,-29,-17,-47,6.8,151,-7.9,207,-4.7,222,-3.8,83,80,193,Ю,3.9,3.1
379,379,Тверская область,Бежецк,-37,-34,-33,-30,-16,-52,7.8,150,-6.7,219,-3.3,235,-2.5,85,82,165,Ю,4.4,3.4
380,380,Тверская область,Старица,-34,-31,-29,-27,-14,-47,7.5,142,-5.9,214,-2.5,232,-1.6,83,80,196,Ю,3.8,3.3
381,381,Тверская область,Тверь,-34,-31,-29,-27,-14,-50,7.1,141,-5.9,212,-2.6,230,-1.7,85,82,203,Ю,3.8,3
382,382,Томская область,Александровское,-49,-47,-45,-42,-29,-53,9.1,194,-13.4,253,-9.3,268,-8.3,79,78,120,ЮЗ,3.5,3.3
383,383,Томская область,Колпашево,-47,-45,-44,-42,-27,-51,8.9,183,-12.9,244,-8.7,260,-7.6,79,76,133,Ю,3.1,2.7
384,384,Томская область,Средний Васюган,-47,-46,-44,-39,-27,-51,8.9,184,-12.7,245,-8.5,262,-7.4,80,77,143,Ю,3.2,2.6
385,385,Томская область,Томск,-44,-43,-42,-39,-24,-55,8.8,174,-11.8,233,-7.8,251,-6.6,78,74,180,Ю,2.4,2.1
386,386,Томская область,Усть-Озерное,-49,-47,-46,-43,-29,-52,9.4,188,-13.4,250,-9.1,265,-8.1,78,76,157,Ю,2.7,2.1
387,387,Тульская область,Тула,-31,-29,-27,-24,-13,-42,7,139,-5.6,202,-2.6,219,-1.7,84,80,195,Ю,3.6,3
388,388,Республика Тыва,Кызыл,-49,-48,-48,-47,-37,-54,10.9,170,-19.3,216,-14.2,233,-12.5,73,69,58,В,1.7,1.4
389,389,Тюменская область,Демьянское,-46,-44,-43,-40,-26,-51,9.1,180,-12.1,241,-8,259,-6.8,79,78,145,Ю,2.8,2.5
390,390,Тюменская область,Тобольск,-47,-44,-43,-39,-25,-52,9.1,171,-12.1,232,-7.8,250,-6.6,81,80,117,ЮВ,4.1,3.1
391,391,Тюменская область,Тюмень,-44,-41,-40,-35,-22,-50,9.2,164,-10.8,223,-6.8,241,-5.6,78,74,114,Ю,2.9,2.7
392,392,Удмуртская Республика,Глазов,-43,-40,-37,-34,-20,-50,8.9,166,-9.3,227,-5.7,243,-4.8,82,81,166,З,5.1,3.7
393,393,Удмуртская Республика,Ижевск,-39,-36,-34,-31,-18,-48,7.8,162,-8.9,219,-5.6,234,-4.6,83,80,160,Ю,5.1,3.7
394,394,Удмуртская Республика,Сарапул,-39,-36,-34,-31,-18,-48,7.8,159,-8.9,215,-5.5,230,-4.6,82,80,194,Ю,3.7,3
395,395,Ульяновская область,Сурское,-39,-36,-36,-31,-18,-46,9.3,147,-7.6,205,-4.3,220,-3.4,81,80,140,ЮЗ,3.3,2.5
396,396,Ульяновская область,Ульяновск,-37,-36,-36,-33,-17,-44,7.3,150,-7.7,205,-4.5,218,-3.7,84,83,138,Ю,5.6,4.4
397,397,Хабаровский край,Аян,-33,-31,-30,-28,-24,-37,7.2,202,-11.6,271,-7.6,292,-6.4,50,47,129,СЗ,3,2.8
398,398,Хабаровский край,Байдуков,-33,-32,-32,-30,-24,-39,7.4,196,-12.7,248,-9.2,262,-8.3,80,79,166,З,7.6,5.7
399,399,Хабаровский край,Бикин,-33,-32,-31,-30,-24,-46,12.8,154,-13.5,202,-9.3,217,-8,76,66,86,В,2.1,1.8
400,400,Хабаровский край,Вяземский,-33,-32,-30,-29,-23,-45,10.1,156,-13.1,203,-9.1,218,-7.8,73,67,94,ЮЗ,2.9,2.4
401,401,Хабаровский край,Гвасюги,-36,-35,-34,-33,-29,-48,16.5,170,-15.3,222,-10.7,237,-9.5,74,66,141,Ю,2.2,0.9
402,402,Хабаровский край,Джаорэ,-34,-33,-31,-30,-24,-41,9.2,191,-12.3,248,-8.6,262,-7.7,71,66,153,СЗ,5.9,3.2
403,403,Хабаровский край,Им. Полины Осипенко,-43,-41,-42,-40,-32,-52,13.1,179,-17.2,233,-12.2,249,-10.9,77,69,69,С,3.2,1.6
404,404,Хабаровский край,Комсомольск-на-Амуре,-40,-38,-38,-36,-28,-45,10.6,169,-16,217,-11.5,232,-10.2,78,76,84,Ю,4,2.5
405,405,Хабаровский край,Нижнетамбовское,-40,-39,-38,-36,-30,-49,13.6,174,-16.3,224,-11.7,240,-10.3,76,72,115,ЮЗ,3.8,2.7
406,406,Хабаровский край,Николаевск-на-Амуре,-38,-36,-35,-33,-26,-47,8.3,188,-14.2,245,-10,260,-8.9,76,71,221,З,3.9,3.5
407,407,Хабаровский край,Охотск,-35,-34,-33,-32,-25,-40,6,208,-13.8,273,-9.5,293,-8.3,60,58,83,С,4,3.8
408,408,Хабаровский край,Советская Гавань,-28,-27,-26,-25,-19,-40,10.4,162,-10.4,235,-5.9,255,-4.7,65,55,182,"З, СЗ",4.2,3
409,409,Хабаровский край,Софийский Прииск,-46,-45,-44,-42,-37,-51,14.9,206,-19.7,262,-14.6,278,-13.3,74,65,65,В,1.7,1.6
410,410,Хабаровский край,Троицкое,-36,-35,-34,-32,-24,-43,8.3,163,-14.3,211,-10.1,226,-8.8,78,73,111,Ю,3.9,3
411,411,Хабаровский край,Хабаровск,-33,-32,-31,-29,-23,-43,7.7,158,-13.5,204,-9.5,219,-8.2,72,65,89,ЮЗ,3.8,3
412,412,Хабаровский край,Чумикан,-35,-34,-33,-32,-24,-39,5,194,-13.7,262,-9.2,282,-7.9,67,64,148,"3,0#",6.5,6.3
413,413,Республика Хакасия,Абакан,-41,-39,-40,-37,-25,-47,11.6,163,-12.4,224,-7.9,239,-6.8,79,73,36,"ЮЗ, С",4.8,2.3
414,414,Республика Хакасия,Шира,-41,-38,-39,-36,-24,-46,10.5,169,-11.5,234,-7.2,251,-6.1,72,69,30,З,4.3,2.4
415,415,Ханты-Мансийский автономный округ - Югра,Березово (ХМАО),-47,-46,-44,-42,-29,-53,8.9,207,-13.6,266,-9.7,283,-8.5,78,78,140,Ю,3.8,3.7
416,416,Ханты-Мансийский автономный округ - Югра,Кондинское,-46,-44,-43,-39,-25,-49,9.1,180,-12.2,239,-8.1,255,-7.1,81,80,99,Ю,4.1,3.4
417,417,Ханты-Мансийский автономный округ - Югра,Леуши,-45,-43,-41,-37,-24,-48,8.2,175,-11.4,238,-7.3,254,-6.3,77,77,122,Ю,2.7,2.8
418,418,Ханты-Мансийский автономный округ - Югра,Октябрьское,-47,-45,-43,-41,-27,-54,8,198,-12.8,258,-8.8,275,-7.7,80,79,173,ЮВ,2.2,1.9
419,419,Ханты-Мансийский автономный округ - Югра,Сосьва,-51,-49,-47,-44,-31,-55,10.4,198,-13.8,261,-9.4,278,-8.3,78,77,127,З,2,1.6
420,420,Ханты-Мансийский автономный округ - Югра,Сургут,-49,-46,-45,-42,-27,-55,8,197,-13.2,254,-9.3,270,-8.2,79,78,123,ЮЗ,4.5,4.3
421,421,Ханты-Мансийский автономный округ - Югра,Угут,-49,-46,-45,-42,-28,-55,9.4,190,-12.9,251,-8.8,266,-7.8,79,77,171,Ю,2.9,2.4
422,422,Ханты-Мансийский автономный округ - Югра,Ханты-Мансийск,-47,-45,-44,-41,-27,-49,8.3,189,-12.6,249,-8.6,265,-7.5,79,78,151,З,2.7,2.7
423,423,Челябинская область,Верхнеуральск,-43,-40,-38,-35,-24,-48,12.3,166,-11.5,221,-7.6,237,-6.5,77,73,87,Ю,3.6,2.3
424,424,Челябинская область,Нязепетровск,-45,-40,-38,-34,-21,-52,9.6,165,-10,227,-6.2,245,-5,81,76,161,ЮЗ,3.4,2.2
425,425,Челябинская область,Челябинск,-40,-37,-36,-32,-20,-48,10.1,158,-10.3,212,-6.6,229,-5.5,78,72,107,Ю,3.7,2.3
426,426,Чеченская Республика,Грозный,-23,-20,-19,-17,-6,-32,7.3,80,-2,160,0.9,178,1.7,87,79,130,З,3.4,1.9
427,427,Чувашская Республика - Чувашия,Порецкое,-36,-33,-32,-29,-16,-45,7.6,151,-7.6,207,-4.4,222,-3.5,84,82,142,Ю,5.6,4.5
428,428,Чувашская Республика - Чувашия,Чебоксары,-36,-33,-32,-29,-16,-44,6.9,155,-7.7,211,-4.6,226,-3.7,84,82,160,Ю,6.1,5
429,429,Чукотский автономный округ,Анадырь,-42,-41,-40,-39,-31,-45,7,234,-15.3,297,-11.1,321,-9.6,80,80,182,СЗ,6.3,6.6
430,430,Чукотский автономный округ,Березово (Чукотский АО),-52,-51,-51,-50,-37,-53,11.6,239,-18.4,288,-14.5,309,-12.9,77,76,113,З,7.1,2.2
431,431,Чукотский автономный округ,Марково,-51,-49,-49,-47,-37,-60,10.4,232,-18.4,275,-14.9,291,-13.6,74,73,150,С,3.4,2.2
432,432,Чукотский автономный округ,Омолон,-56,-53,-50,-47,-45,-61,8.4,230,-24.8,276,-19.9,292,-18.3,73,73,71,СЗ,3.1,1.3
433,433,Чукотский автономный округ,Островное,-55,-53,-52,-50,-42,-58,7.5,232,-23.1,278,-18.6,296,-16.9,75,75,70,В,3.1,1.9
434,434,Чукотский автономный округ,Усть-Олой,-54,-53,-52,-51,-43,-60,7.7,231,-24.4,279,-19.4,295,-17.9,73,73,71,ЮЗ,1.7,1.3
435,435,Чукотский автономный округ,Эньмувеем,-53,-51,-51,-48,-37,-56,10.3,238,-18.7,283,-15,302,-13.5,71,69,90,СЗ,4.7,1.9
436,436,Ямало-Ненецкий автономный округ,Марресаля,-46,-45,-42,-40,-31,-50,7.9,248,-14.2,355,-8.4,365,-7.8,82,81,100,ЮЗ,7.7,6.2
437,437,Ямало-Ненецкий автономный округ,Надым,-52,-49,-47,-45,-32,-58,9,224,-15,277,-11.3,293,-10.2,77,77,132,Ю,4.5,3.7
438,438,Ямало-Ненецкий автономный округ,Салехард,-49,-47,-44,-43,-32,-54,9,227,-15.2,284,-11.3,300,-10.2,80,80,115,ЮВ,3,3.1
439,439,Ямало-Ненецкий автономный округ,Тарко-Сале,-53,-50,-49,-47,-34,-55,8.8,226,-15.8,275,-12.2,289,-11.2,77,76,150,Ю,3.6,3.1
440,440,Ямало-Ненецкий автономный округ,Уренгой,-54,-52,-50,-48,-36,-56,9.4,232,-16.9,283,-13.1,298,-12,75,75,136,Ю,4.1,3.8
441,441,Ярославская область,Ярославль,-36,-33,-32,-29,-15,-46,7.3,150,-6.8,215,-3.5,233,-2.5,85,82,184,Ю,4.7,3.8
